State_Name,StudyYear,_75FCCInfant,_75FCCToddler,_75FCCPreschool,_75CInfant,_75CToddler,_75CPreschool
California,2015,$198.76 ,$181.46 ,$181.46 ,$319.49 ,$203.15 ,$203.15 
California,2016,$210.34 ,$188.76 ,$188.76 ,$332.58 ,$203.73 ,$203.73 
California,2017,$213.37 ,$191.71 ,$191.71 ,$335.71 ,$208.89 ,$208.89 
California,2018,$216.40 ,$194.66 ,$194.66 ,$338.84 ,$214.05 ,$214.05 
California,2014,$190.02 ,$172.58 ,$172.58 ,$294.87 ,$203.82 ,$203.82 
California,2015,$191.73 ,$172.23 ,$172.23 ,$291.76 ,$203.59 ,$203.59 
California,2016,$193.44 ,$171.88 ,$171.88 ,$288.64 ,$203.36 ,$203.36 
California,2017,$198.77 ,$177.60 ,$177.60 ,$306.66 ,$209.36 ,$209.36 
California,2018,$204.09 ,$183.32 ,$183.32 ,$324.67 ,$215.36 ,$215.36 
California,2014,$188.97 ,$172.00 ,$172.00 ,$294.22 ,$204.61 ,$204.61 
California,2015,$195.48 ,$175.59 ,$175.59 ,$291.77 ,$205.16 ,$205.16 
California,2016,$201.98 ,$179.18 ,$179.18 ,$289.31 ,$205.71 ,$205.71 
California,2017,$199.81 ,$176.79 ,$176.79 ,$302.71 ,$193.80 ,$193.80 
California,2018,$197.63 ,$174.40 ,$174.40 ,$316.10 ,$181.89 ,$181.89 
California,2014,$174.13 ,$157.21 ,$157.21 ,$303.13 ,$189.04 ,$189.04 
California,2015,$179.36 ,$161.99 ,$161.99 ,$289.88 ,$184.93 ,$184.93 
California,2016,$184.59 ,$166.77 ,$166.77 ,$276.62 ,$180.82 ,$180.82 
California,2017,$193.33 ,$173.39 ,$173.39 ,$284.16 ,$186.74 ,$186.74 
California,2018,$202.06 ,$180.01 ,$180.01 ,$291.69 ,$192.66 ,$192.66 
California,2014,$164.85 ,$152.70 ,$152.70 ,$294.22 ,$163.71 ,$163.71 
California,2015,$167.02 ,$156.71 ,$156.71 ,$285.42 ,$167.30 ,$167.30 
California,2016,$169.18 ,$160.73 ,$160.73 ,$276.62 ,$170.89 ,$170.89 
California,2017,$178.87 ,$159.57 ,$159.57 ,$240.86 ,$171.00 ,$171.00 
California,2018,$188.55 ,$158.41 ,$158.41 ,$205.09 ,$171.11 ,$171.11 
California,2014,$228.41 ,$207.93 ,$207.93 ,$366.34 ,$261.03 ,$261.03 
California,2015,$230.34 ,$211.24 ,$211.24 ,$382.25 ,$274.03 ,$274.03 
California,2016,$232.26 ,$214.55 ,$214.55 ,$398.15 ,$287.03 ,$287.03 
California,2017,$254.03 ,$229.92 ,$229.92 ,$402.44 ,$298.48 ,$298.48 
California,2018,$275.79 ,$245.28 ,$245.28 ,$406.72 ,$309.93 ,$309.93 
California,2014,$195.65 ,$176.71 ,$176.71 ,$301.18 ,$212.31 ,$212.31 
California,2015,$182.40 ,$165.32 ,$165.32 ,$288.90 ,$189.98 ,$189.98 
California,2016,$169.15 ,$153.92 ,$153.92 ,$276.62 ,$167.64 ,$167.64 
California,2017,$184.62 ,$166.52 ,$166.52 ,$297.56 ,$176.79 ,$176.79 
California,2018,$200.08 ,$179.11 ,$179.11 ,$318.50 ,$185.93 ,$185.93 
California,2014,$322.78 ,$299.40 ,$299.40 ,$450.67 ,$346.25 ,$346.25 
California,2015,$337.92 ,$319.03 ,$319.03 ,$436.78 ,$368.47 ,$368.47 
California,2016,$353.06 ,$338.66 ,$338.66 ,$422.88 ,$390.68 ,$390.68 
California,2017,$359.85 ,$345.74 ,$345.74 ,$447.14 ,$388.26 ,$388.26 
California,2018,$366.64 ,$352.82 ,$352.82 ,$471.40 ,$385.83 ,$385.83 
California,2014,$188.95 ,$174.67 ,$174.67 ,$306.65 ,$203.88 ,$203.88 
California,2015,$191.51 ,$170.89 ,$170.89 ,$291.64 ,$185.76 ,$185.76 
California,2016,$194.06 ,$167.10 ,$167.10 ,$276.62 ,$167.64 ,$167.64 
California,2017,$193.75 ,$165.05 ,$165.05 ,$284.83 ,$175.87 ,$175.87 
California,2018,$193.43 ,$162.99 ,$162.99 ,$293.04 ,$184.09 ,$184.09 
California,2014,$196.77 ,$177.29 ,$177.29 ,$308.85 ,$225.32 ,$225.32 
California,2015,$199.86 ,$181.00 ,$181.00 ,$309.33 ,$214.81 ,$214.81 
California,2016,$202.95 ,$184.70 ,$184.70 ,$309.80 ,$204.30 ,$204.30 
California,2017,$203.81 ,$186.66 ,$186.66 ,$300.34 ,$201.00 ,$201.00 
California,2018,$204.67 ,$188.62 ,$188.62 ,$290.88 ,$197.70 ,$197.70 
California,2014,$184.88 ,$170.22 ,$170.22 ,$294.22 ,$204.92 ,$204.92 
California,2015,$181.76 ,$168.33 ,$168.33 ,$286.77 ,$197.05 ,$197.05 
California,2016,$178.64 ,$166.44 ,$166.44 ,$279.31 ,$189.18 ,$189.18 
California,2017,$190.00 ,$171.94 ,$171.94 ,$277.34 ,$190.56 ,$190.56 
California,2018,$201.36 ,$177.44 ,$177.44 ,$275.37 ,$191.94 ,$191.94 
California,2014,$153.79 ,$148.05 ,$148.05 ,$300.29 ,$199.20 ,$199.20 
California,2015,$164.56 ,$149.65 ,$149.65 ,$288.46 ,$183.42 ,$183.42 
California,2016,$175.33 ,$151.24 ,$151.24 ,$276.62 ,$167.64 ,$167.64 
California,2017,$181.94 ,$154.83 ,$154.83 ,$240.86 ,$169.38 ,$169.38 
California,2018,$188.55 ,$158.41 ,$158.41 ,$205.09 ,$171.11 ,$171.11 
California,2014,$203.01 ,$198.56 ,$198.56 ,$325.54 ,$235.88 ,$235.88 
California,2015,$259.19 ,$248.27 ,$248.27 ,$373.31 ,$285.11 ,$285.11 
California,2016,$315.37 ,$297.97 ,$297.97 ,$421.07 ,$334.33 ,$334.33 
California,2017,$306.50 ,$272.95 ,$272.95 ,$398.49 ,$303.30 ,$303.30 
California,2018,$297.62 ,$247.92 ,$247.92 ,$375.90 ,$272.26 ,$272.26 
California,2014,$204.88 ,$188.65 ,$188.65 ,$365.16 ,$259.14 ,$259.14 
California,2015,$204.22 ,$188.66 ,$188.66 ,$357.66 ,$253.68 ,$253.68 
California,2016,$203.55 ,$188.66 ,$188.66 ,$350.15 ,$248.21 ,$248.21 
California,2017,$211.53 ,$191.53 ,$191.53 ,$351.30 ,$251.91 ,$251.91 
California,2018,$219.51 ,$194.40 ,$194.40 ,$352.45 ,$255.60 ,$255.60 
California,2014,$249.01 ,$227.13 ,$227.13 ,$380.91 ,$281.09 ,$281.09 
California,2015,$237.18 ,$219.94 ,$219.94 ,$375.61 ,$259.87 ,$259.87 
California,2016,$225.34 ,$212.75 ,$212.75 ,$370.31 ,$238.64 ,$238.64 
California,2017,$242.59 ,$231.81 ,$231.81 ,$371.86 ,$259.75 ,$259.75 
California,2018,$259.83 ,$250.86 ,$250.86 ,$373.41 ,$280.85 ,$280.85 
California,2014,$201.22 ,$184.76 ,$184.76 ,$309.79 ,$230.21 ,$230.21 
California,2015,$201.97 ,$186.14 ,$186.14 ,$305.16 ,$218.63 ,$218.63 
California,2016,$202.72 ,$187.52 ,$187.52 ,$300.53 ,$207.05 ,$207.05 
California,2017,$209.42 ,$189.93 ,$189.93 ,$314.35 ,$214.41 ,$214.41 
California,2018,$216.12 ,$192.34 ,$192.34 ,$328.16 ,$221.77 ,$221.77 
California,2014,$252.73 ,$238.17 ,$238.17 ,$375.62 ,$271.64 ,$271.64 
California,2015,$253.79 ,$243.77 ,$243.77 ,$381.01 ,$271.34 ,$271.34 
California,2016,$254.84 ,$249.36 ,$249.36 ,$386.39 ,$271.04 ,$271.04 
California,2017,$283.71 ,$267.08 ,$267.08 ,$395.94 ,$287.68 ,$287.68 
California,2018,$312.57 ,$284.79 ,$284.79 ,$405.49 ,$304.31 ,$304.31 
California,2014,$201.43 ,$182.16 ,$182.16 ,$308.73 ,$226.79 ,$226.79 
California,2015,$214.33 ,$197.73 ,$197.73 ,$324.01 ,$230.48 ,$230.48 
California,2016,$227.23 ,$213.29 ,$213.29 ,$339.29 ,$234.17 ,$234.17 
California,2017,$240.58 ,$224.90 ,$224.90 ,$353.49 ,$250.05 ,$250.05 
California,2018,$253.92 ,$236.50 ,$236.50 ,$367.68 ,$265.92 ,$265.92 
California,2014,$171.15 ,$153.95 ,$153.95 ,$301.54 ,$183.73 ,$183.73 
California,2015,$184.69 ,$164.85 ,$164.85 ,$289.08 ,$188.66 ,$188.66 
California,2016,$198.22 ,$175.74 ,$175.74 ,$276.62 ,$193.58 ,$193.58 
California,2017,$193.39 ,$167.08 ,$167.08 ,$240.86 ,$182.35 ,$182.35 
California,2018,$188.55 ,$158.41 ,$158.41 ,$205.09 ,$171.11 ,$171.11 
California,2014,$195.12 ,$176.55 ,$176.55 ,$304.38 ,$221.54 ,$221.54 
California,2015,$198.59 ,$179.59 ,$179.59 ,$315.37 ,$218.46 ,$218.46 
California,2016,$202.06 ,$182.63 ,$182.63 ,$326.36 ,$215.38 ,$215.38 
California,2017,$210.68 ,$191.78 ,$191.78 ,$331.22 ,$222.52 ,$222.52 
California,2018,$219.30 ,$200.93 ,$200.93 ,$336.07 ,$229.66 ,$229.66 
California,2014,$194.33 ,$175.80 ,$175.80 ,$299.93 ,$213.73 ,$213.73 
California,2015,$202.97 ,$187.21 ,$187.21 ,$319.62 ,$221.75 ,$221.75 
California,2016,$211.61 ,$198.62 ,$198.62 ,$339.30 ,$229.76 ,$229.76 
California,2017,$220.73 ,$201.52 ,$201.52 ,$340.56 ,$238.81 ,$238.81 
California,2018,$229.85 ,$204.42 ,$204.42 ,$341.82 ,$247.86 ,$247.86 
California,2014,$200.43 ,$180.87 ,$180.87 ,$301.72 ,$221.65 ,$221.65 
California,2015,$205.53 ,$185.00 ,$185.00 ,$318.59 ,$213.97 ,$213.97 
California,2016,$210.63 ,$189.12 ,$189.12 ,$335.45 ,$206.29 ,$206.29 
California,2017,$215.40 ,$195.21 ,$195.21 ,$337.75 ,$217.59 ,$217.59 
California,2018,$220.17 ,$201.30 ,$201.30 ,$340.04 ,$228.88 ,$228.88 
California,2014,$200.69 ,$180.40 ,$180.40 ,$302.99 ,$219.08 ,$219.08 
California,2015,$201.89 ,$182.88 ,$182.88 ,$308.99 ,$217.50 ,$217.50 
California,2016,$203.08 ,$185.36 ,$185.36 ,$314.98 ,$215.92 ,$215.92 
California,2017,$204.87 ,$187.79 ,$187.79 ,$322.87 ,$216.72 ,$216.72 
California,2018,$206.66 ,$190.22 ,$190.22 ,$330.75 ,$217.51 ,$217.51 
California,2014,$219.34 ,$200.50 ,$200.50 ,$342.46 ,$253.02 ,$253.02 
California,2015,$226.97 ,$210.69 ,$210.69 ,$363.62 ,$262.82 ,$262.82 
California,2016,$234.59 ,$220.87 ,$220.87 ,$384.78 ,$272.62 ,$272.62 
California,2017,$245.88 ,$229.91 ,$229.91 ,$390.03 ,$285.74 ,$285.74 
California,2018,$257.17 ,$238.94 ,$238.94 ,$395.28 ,$298.85 ,$298.85 
California,2014,$298.97 ,$280.85 ,$280.85 ,$450.07 ,$334.96 ,$334.96 
California,2015,$324.99 ,$308.57 ,$308.57 ,$436.48 ,$362.84 ,$362.84 
California,2016,$351.00 ,$336.29 ,$336.29 ,$422.88 ,$390.72 ,$390.72 
California,2017,$359.93 ,$349.07 ,$349.07 ,$447.63 ,$388.84 ,$388.84 
California,2018,$368.86 ,$361.84 ,$361.84 ,$472.37 ,$386.96 ,$386.96 
California,2014,$194.84 ,$176.44 ,$176.44 ,$305.19 ,$219.90 ,$219.90 
California,2015,$199.54 ,$183.03 ,$183.03 ,$305.21 ,$214.11 ,$214.11 
California,2016,$204.24 ,$189.61 ,$189.61 ,$305.22 ,$208.31 ,$208.31 
California,2017,$215.67 ,$196.57 ,$196.57 ,$321.15 ,$222.38 ,$222.38 
California,2018,$227.09 ,$203.52 ,$203.52 ,$337.08 ,$236.45 ,$236.45 
California,2014,$225.39 ,$210.73 ,$210.73 ,$343.81 ,$254.56 ,$254.56 
California,2015,$219.98 ,$205.48 ,$205.48 ,$341.32 ,$245.41 ,$245.41 
California,2016,$214.56 ,$200.23 ,$200.23 ,$338.83 ,$236.25 ,$236.25 
California,2017,$231.49 ,$209.93 ,$209.93 ,$346.03 ,$246.37 ,$246.37 
California,2018,$248.42 ,$219.63 ,$219.63 ,$353.22 ,$256.49 ,$256.49 
California,2014,$301.01 ,$283.76 ,$283.76 ,$450.12 ,$338.87 ,$338.87 
California,2015,$314.01 ,$293.58 ,$293.58 ,$436.22 ,$362.68 ,$362.68 
California,2016,$327.00 ,$303.39 ,$303.39 ,$422.32 ,$386.49 ,$386.49 
California,2017,$339.84 ,$325.41 ,$325.41 ,$446.95 ,$386.27 ,$386.27 
California,2018,$352.68 ,$347.43 ,$347.43 ,$471.58 ,$386.05 ,$386.05 
California,2014,$254.25 ,$240.31 ,$240.31 ,$434.33 ,$311.89 ,$311.89 
California,2015,$253.72 ,$236.63 ,$236.63 ,$423.10 ,$305.55 ,$305.55 
California,2016,$253.18 ,$232.95 ,$232.95 ,$411.87 ,$299.21 ,$299.21 
California,2017,$262.44 ,$237.83 ,$237.83 ,$411.01 ,$301.91 ,$301.91 
California,2018,$271.70 ,$242.71 ,$242.71 ,$410.14 ,$304.60 ,$304.60 
California,2014,$269.08 ,$261.64 ,$261.64 ,$422.05 ,$308.51 ,$308.51 
California,2015,$293.98 ,$280.22 ,$280.22 ,$421.94 ,$337.25 ,$337.25 
California,2016,$318.87 ,$298.79 ,$298.79 ,$421.83 ,$365.99 ,$365.99 
California,2017,$329.93 ,$313.17 ,$313.17 ,$446.24 ,$375.55 ,$375.55 
California,2018,$340.99 ,$327.54 ,$327.54 ,$470.64 ,$385.10 ,$385.10 
California,2014,$243.15 ,$219.29 ,$219.29 ,$383.70 ,$271.97 ,$271.97 
California,2015,$246.85 ,$221.97 ,$221.97 ,$398.40 ,$288.29 ,$288.29 
California,2016,$250.54 ,$224.65 ,$224.65 ,$413.10 ,$304.61 ,$304.61 
California,2017,$264.09 ,$233.89 ,$233.89 ,$408.57 ,$301.68 ,$301.68 
California,2018,$277.63 ,$243.12 ,$243.12 ,$404.04 ,$298.74 ,$298.74 
California,2014,$185.66 ,$170.99 ,$170.99 ,$295.71 ,$209.42 ,$209.42 
California,2015,$187.56 ,$170.00 ,$170.00 ,$289.22 ,$205.84 ,$205.84 
California,2016,$189.45 ,$169.01 ,$169.01 ,$282.73 ,$202.26 ,$202.26 
California,2017,$195.37 ,$173.74 ,$173.74 ,$289.54 ,$197.13 ,$197.13 
California,2018,$201.29 ,$178.47 ,$178.47 ,$296.35 ,$192.00 ,$192.00 
California,2014,$173.57 ,$155.40 ,$155.40 ,$294.22 ,$163.71 ,$163.71 
California,2015,$174.45 ,$153.32 ,$153.32 ,$285.42 ,$165.68 ,$165.68 
California,2016,$175.33 ,$151.24 ,$151.24 ,$276.62 ,$167.64 ,$167.64 
California,2017,$181.94 ,$154.83 ,$154.83 ,$240.86 ,$169.38 ,$169.38 
California,2018,$188.55 ,$158.41 ,$158.41 ,$205.09 ,$171.11 ,$171.11 
California,2014,$165.39 ,$152.79 ,$152.79 ,$298.41 ,$185.61 ,$185.61 
California,2015,$176.06 ,$161.29 ,$161.29 ,$293.53 ,$189.84 ,$189.84 
California,2016,$186.72 ,$169.79 ,$169.79 ,$288.64 ,$194.07 ,$194.07 
California,2017,$193.74 ,$175.11 ,$175.11 ,$294.84 ,$189.22 ,$189.22 
California,2018,$200.75 ,$180.43 ,$180.43 ,$301.04 ,$184.37 ,$184.37 
California,2014,$201.51 ,$181.87 ,$181.87 ,$325.62 ,$238.68 ,$238.68 
California,2015,$207.49 ,$191.18 ,$191.18 ,$331.59 ,$236.43 ,$236.43 
California,2016,$213.47 ,$200.49 ,$200.49 ,$337.55 ,$234.17 ,$234.17 
California,2017,$223.08 ,$207.70 ,$207.70 ,$343.92 ,$241.77 ,$241.77 
California,2018,$232.69 ,$214.91 ,$214.91 ,$350.28 ,$249.37 ,$249.37 
California,2014,$226.98 ,$211.41 ,$211.41 ,$333.45 ,$250.23 ,$250.23 
California,2015,$230.21 ,$216.27 ,$216.27 ,$340.74 ,$248.94 ,$248.94 
California,2016,$233.43 ,$221.12 ,$221.12 ,$348.02 ,$247.65 ,$247.65 
California,2017,$251.49 ,$232.22 ,$232.22 ,$360.67 ,$262.88 ,$262.88 
California,2018,$269.55 ,$243.31 ,$243.31 ,$373.31 ,$278.10 ,$278.10 
California,2014,$187.18 ,$171.29 ,$171.29 ,$296.95 ,$211.54 ,$211.54 
California,2015,$189.15 ,$171.99 ,$171.99 ,$288.26 ,$204.47 ,$204.47 
California,2016,$191.12 ,$172.69 ,$172.69 ,$279.57 ,$197.40 ,$197.40 
California,2017,$198.04 ,$180.43 ,$180.43 ,$296.95 ,$201.19 ,$201.19 
California,2018,$204.95 ,$188.17 ,$188.17 ,$314.33 ,$204.97 ,$204.97 
California,2014,$193.79 ,$174.96 ,$174.96 ,$294.84 ,$209.04 ,$209.04 
California,2015,$196.91 ,$174.41 ,$174.41 ,$286.27 ,$206.20 ,$206.20 
California,2016,$200.03 ,$173.86 ,$173.86 ,$277.69 ,$203.35 ,$203.35 
California,2017,$205.73 ,$182.40 ,$182.40 ,$300.51 ,$207.49 ,$207.49 
California,2018,$211.42 ,$190.94 ,$190.94 ,$323.33 ,$211.62 ,$211.62 
California,2014,$153.79 ,$148.05 ,$148.05 ,$294.22 ,$172.69 ,$172.69 
California,2015,$160.33 ,$154.39 ,$154.39 ,$285.42 ,$170.17 ,$170.17 
California,2016,$166.87 ,$160.72 ,$160.72 ,$276.62 ,$167.64 ,$167.64 
California,2017,$182.68 ,$168.28 ,$168.28 ,$285.38 ,$173.99 ,$173.99 
California,2018,$198.49 ,$175.83 ,$175.83 ,$294.13 ,$180.34 ,$180.34 
California,2014,$154.52 ,$150.12 ,$150.12 ,$294.22 ,$192.59 ,$192.59 
California,2015,$164.93 ,$150.68 ,$150.68 ,$285.42 ,$180.12 ,$180.12 
California,2016,$175.33 ,$151.24 ,$151.24 ,$276.62 ,$167.64 ,$167.64 
California,2017,$187.85 ,$161.99 ,$161.99 ,$240.86 ,$169.38 ,$169.38 
California,2018,$200.36 ,$172.73 ,$172.73 ,$205.09 ,$171.11 ,$171.11 
California,2014,$183.82 ,$168.68 ,$168.68 ,$294.42 ,$205.76 ,$205.76 
California,2015,$181.06 ,$166.35 ,$166.35 ,$286.16 ,$201.87 ,$201.87 
California,2016,$178.29 ,$164.02 ,$164.02 ,$277.90 ,$197.97 ,$197.97 
California,2017,$189.11 ,$169.16 ,$169.16 ,$274.66 ,$192.24 ,$192.24 
California,2018,$199.93 ,$174.30 ,$174.30 ,$271.42 ,$186.51 ,$186.51 
California,2014,$191.38 ,$173.94 ,$173.94 ,$300.47 ,$205.98 ,$205.98 
California,2015,$196.33 ,$175.43 ,$175.43 ,$288.55 ,$206.55 ,$206.55 
California,2016,$201.28 ,$176.92 ,$176.92 ,$276.62 ,$207.11 ,$207.11 
California,2017,$204.88 ,$183.81 ,$183.81 ,$276.59 ,$201.61 ,$201.61 
California,2018,$208.48 ,$190.70 ,$190.70 ,$276.55 ,$196.10 ,$196.10 
California,2014,$228.18 ,$211.37 ,$211.37 ,$364.95 ,$258.87 ,$258.87 
California,2015,$230.64 ,$215.76 ,$215.76 ,$361.01 ,$256.63 ,$256.63 
California,2016,$233.09 ,$220.15 ,$220.15 ,$357.06 ,$254.39 ,$254.39 
California,2017,$243.46 ,$228.72 ,$228.72 ,$365.33 ,$264.97 ,$264.97 
California,2018,$253.83 ,$237.28 ,$237.28 ,$373.59 ,$275.55 ,$275.55 
California,2014,$205.48 ,$190.19 ,$190.19 ,$362.79 ,$255.18 ,$255.18 
California,2015,$228.61 ,$210.66 ,$210.66 ,$381.84 ,$272.64 ,$272.64 
California,2016,$251.74 ,$231.12 ,$231.12 ,$400.88 ,$290.09 ,$290.09 
California,2017,$260.05 ,$237.97 ,$237.97 ,$405.55 ,$295.32 ,$295.32 
California,2018,$268.35 ,$244.82 ,$244.82 ,$410.22 ,$300.55 ,$300.55 
California,2014,$180.83 ,$164.88 ,$164.88 ,$295.56 ,$202.69 ,$202.69 
California,2015,$183.31 ,$166.07 ,$166.07 ,$292.09 ,$200.38 ,$200.38 
California,2016,$185.78 ,$167.25 ,$167.25 ,$288.62 ,$198.07 ,$198.07 
California,2017,$192.90 ,$173.67 ,$173.67 ,$303.32 ,$190.67 ,$190.67 
California,2018,$200.02 ,$180.09 ,$180.09 ,$318.01 ,$183.27 ,$183.27 
Colorado,2015,$239.45 ,$216.25 ,$197.80 ,$334.50 ,$291.30 ,$252.80 
Colorado,2015,$202.25 ,$175.45 ,$172.75 ,$251.65 ,$198.05 ,$159.45 
Colorado,2015,$239.45 ,$216.25 ,$197.80 ,$334.50 ,$291.30 ,$252.80 
Colorado,2015,$202.25 ,$175.45 ,$172.75 ,$251.65 ,$198.05 ,$159.45 
Colorado,2015,$149.95 ,$120.80 ,$120.00 ,$144.10 ,$129.10 ,$121.65 
Colorado,2015,$149.95 ,$120.80 ,$120.00 ,$144.10 ,$129.10 ,$121.65 
Colorado,2015,$223.05 ,$196.50 ,$174.00 ,$374.95 ,$324.90 ,$285.75 
Colorado,2015,$239.45 ,$216.25 ,$197.80 ,$334.50 ,$291.30 ,$252.80 
Colorado,2015,$239.45 ,$216.25 ,$197.80 ,$334.50 ,$291.30 ,$252.80 
Colorado,2015,$149.95 ,$120.80 ,$120.00 ,$144.10 ,$129.10 ,$121.65 
Colorado,2015,$239.45 ,$216.25 ,$197.80 ,$334.50 ,$291.30 ,$252.80 
Colorado,2015,$149.95 ,$120.80 ,$120.00 ,$144.10 ,$129.10 ,$121.65 
Colorado,2015,$149.95 ,$120.80 ,$120.00 ,$144.10 ,$129.10 ,$121.65 
Colorado,2015,$149.95 ,$120.80 ,$120.00 ,$144.10 ,$129.10 ,$121.65 
Colorado,2015,$202.25 ,$175.45 ,$172.75 ,$251.65 ,$198.05 ,$159.45 
Colorado,2015,$202.25 ,$175.45 ,$172.75 ,$251.65 ,$198.05 ,$159.45 
Colorado,2015,$223.05 ,$196.50 ,$174.00 ,$374.95 ,$324.90 ,$285.75 
Colorado,2015,$149.95 ,$120.80 ,$120.00 ,$144.10 ,$129.10 ,$121.65 
Colorado,2015,$239.45 ,$216.25 ,$197.80 ,$334.50 ,$291.30 ,$252.80 
Colorado,2015,$223.05 ,$196.50 ,$174.00 ,$374.95 ,$324.90 ,$285.75 
Colorado,2015,$239.45 ,$216.25 ,$197.80 ,$334.50 ,$291.30 ,$252.80 
Colorado,2015,$239.45 ,$216.25 ,$197.80 ,$334.50 ,$291.30 ,$252.80 
Colorado,2015,$202.25 ,$175.45 ,$172.75 ,$251.65 ,$198.05 ,$159.45 
Colorado,2015,$239.45 ,$216.25 ,$197.80 ,$334.50 ,$291.30 ,$252.80 
Colorado,2015,$239.45 ,$216.25 ,$197.80 ,$334.50 ,$291.30 ,$252.80 
Colorado,2015,$223.05 ,$196.50 ,$174.00 ,$374.95 ,$324.90 ,$285.75 
Colorado,2015,$239.45 ,$216.25 ,$197.80 ,$334.50 ,$291.30 ,$252.80 
Colorado,2015,$239.45 ,$216.25 ,$197.80 ,$334.50 ,$291.30 ,$252.80 
Colorado,2015,$149.95 ,$120.80 ,$120.00 ,$144.10 ,$129.10 ,$121.65 
Colorado,2015,$202.25 ,$175.45 ,$172.75 ,$251.65 ,$198.05 ,$159.45 
Colorado,2015,$239.45 ,$216.25 ,$197.80 ,$334.50 ,$291.30 ,$252.80 
Colorado,2015,$149.95 ,$120.80 ,$120.00 ,$144.10 ,$129.10 ,$121.65 
Colorado,2015,$202.25 ,$175.45 ,$172.75 ,$251.65 ,$198.05 ,$159.45 
Colorado,2015,$239.45 ,$216.25 ,$197.80 ,$334.50 ,$291.30 ,$252.80 
Colorado,2015,$239.45 ,$216.25 ,$197.80 ,$334.50 ,$291.30 ,$252.80 
Colorado,2015,$239.45 ,$216.25 ,$197.80 ,$334.50 ,$291.30 ,$252.80 
Colorado,2015,$149.95 ,$120.80 ,$120.00 ,$144.10 ,$129.10 ,$121.65 
Colorado,2015,$149.95 ,$120.80 ,$120.00 ,$144.10 ,$129.10 ,$121.65 
Colorado,2015,$202.25 ,$175.45 ,$172.75 ,$251.65 ,$198.05 ,$159.45 
Colorado,2015,$202.25 ,$175.45 ,$172.75 ,$251.65 ,$198.05 ,$159.45 
Colorado,2015,$239.45 ,$216.25 ,$197.80 ,$334.50 ,$291.30 ,$252.80 
Colorado,2015,$239.45 ,$216.25 ,$197.80 ,$334.50 ,$291.30 ,$252.80 
Colorado,2015,$202.25 ,$175.45 ,$172.75 ,$251.65 ,$198.05 ,$159.45 
Colorado,2015,$202.25 ,$175.45 ,$172.75 ,$251.65 ,$198.05 ,$159.45 
Colorado,2015,$202.25 ,$175.45 ,$172.75 ,$251.65 ,$198.05 ,$159.45 
Colorado,2015,$149.95 ,$120.80 ,$120.00 ,$144.10 ,$129.10 ,$121.65 
Colorado,2015,$239.45 ,$216.25 ,$197.80 ,$334.50 ,$291.30 ,$252.80 
Colorado,2015,$239.45 ,$216.25 ,$197.80 ,$334.50 ,$291.30 ,$252.80 
Colorado,2015,$149.95 ,$120.80 ,$120.00 ,$144.10 ,$129.10 ,$121.65 
Colorado,2015,$225.00 ,$235.30 ,$221.35 ,$345.15 ,$332.35 ,$329.35 
Colorado,2015,$149.95 ,$120.80 ,$120.00 ,$144.10 ,$129.10 ,$121.65 
Colorado,2015,$202.25 ,$175.45 ,$172.75 ,$251.65 ,$198.05 ,$159.45 
Colorado,2015,$202.25 ,$175.45 ,$172.75 ,$251.65 ,$198.05 ,$159.45 
Colorado,2015,$202.25 ,$175.45 ,$172.75 ,$251.65 ,$198.05 ,$159.45 
Colorado,2015,$225.00 ,$235.30 ,$221.35 ,$345.15 ,$332.35 ,$329.35 
Colorado,2015,$149.95 ,$120.80 ,$120.00 ,$144.10 ,$129.10 ,$121.65 
Colorado,2015,$239.45 ,$216.25 ,$197.80 ,$334.50 ,$291.30 ,$252.80 
Colorado,2015,$225.00 ,$235.30 ,$221.35 ,$345.15 ,$332.35 ,$329.35 
Colorado,2015,$149.95 ,$120.80 ,$120.00 ,$144.10 ,$129.10 ,$121.65 
Colorado,2015,$225.00 ,$235.30 ,$221.35 ,$345.15 ,$332.35 ,$329.35 
Colorado,2015,$239.45 ,$216.25 ,$197.80 ,$334.50 ,$291.30 ,$252.80 
Colorado,2015,$149.95 ,$120.80 ,$120.00 ,$144.10 ,$129.10 ,$121.65 
Colorado,2015,$202.25 ,$175.45 ,$172.75 ,$251.65 ,$198.05 ,$159.45 
Colorado,2015,$149.95 ,$120.80 ,$120.00 ,$144.10 ,$129.10 ,$121.65 
Connecticut,2014,$272.50 ,$272.50 ,$257.50 ,$387.31 ,$387.31 ,$301.63 
Connecticut,2015,$280.00 ,$280.00 ,$260.00 ,$401.00 ,$401.00 ,$311.00 
Connecticut,2016,$283.33 ,$281.67 ,$268.33 ,$407.67 ,$407.67 ,$328.33 
Connecticut,2017,$286.67 ,$283.33 ,$276.67 ,$414.33 ,$414.33 ,$345.67 
Connecticut,2018,$290.00 ,$285.00 ,$285.00 ,$421.00 ,$421.00 ,$363.00 
Connecticut,2014,$200.00 ,$200.00 ,$195.00 ,$315.25 ,$315.25 ,$262.50 
Connecticut,2015,$200.00 ,$200.00 ,$200.00 ,$325.00 ,$325.00 ,$272.00 
Connecticut,2016,$208.33 ,$206.67 ,$206.67 ,$334.67 ,$334.67 ,$276.33 
Connecticut,2017,$216.67 ,$213.33 ,$213.33 ,$344.33 ,$344.33 ,$280.67 
